,game_str,play_id,at_bat,play_per_game,timestamp,player_position,event_code,home_team,away_team,year,day,game_str_1,home_team_1,away_team_1,at_bat_1,play_per_game_1,top_bottom_inning,pitcher,catcher,first_base,second_base,third_base,shortstop,left_field,center_field,right_field,batter,first_baserunner,second_baserunner,third_baserunner,year_1,day_1,game_str_2,play_id_1,timestamp_1,runner,field_x,field_y
645,y2_d074.5_VZE_YJD,208,54,208,7278076,1,6,YJD,VZE,year_2,day_074.5,y2_d074.5_VZE_YJD,YJD,VZE,54.0,208.0,top,YJD-0358,YJD-0067,YJD-0373,YJD-0164,YJD-0132,YJD-0312,YJD-0345,YJD-0185,YJD-0366,VZE-2373,VZE-1879,NA,NA,year_2,day_074.5,y2_d074.5_VZE_YJD,208,7275076,11,56.4825,71.5092
646,y2_d074_VZE_YJD,12,4,12,363815,1,6,YJD,VZE,year_2,day_074,y2_d074_VZE_YJD,YJD,VZE,4.0,12.0,bottom,VZE-1831,VZE-2458,VZE-2405,VZE-2179,VZE-2582,VZE-1490,VZE-1476,VZE-2346,VZE-2373,NA,YJD-0345,NA,NA,year_2,day_074,y2_d074_VZE_YJD,12,360815,11,54.2118,74.1552
647,y2_d074_VZE_YJD,75,18,75,2143165,1,6,YJD,VZE,year_2,day_074,y2_d074_VZE_YJD,YJD,VZE,18.0,75.0,top,YJD-0335,YJD-0007,YJD-0366,YJD-0278,YJD-0164,YJD-0312,YJD-0345,YJD-0185,YJD-0397,VZE-1476,VZE-2346,NA,NA,year_2,day_074,y2_d074_VZE_YJD,75,2140165,11,54.2223,73.4046
648,y2_d074_VZE_YJD,127,32,127,3790315,1,6,YJD,VZE,year_2,day_074,y2_d074_VZE_YJD,YJD,VZE,32.0,127.0,bottom,VZE-1831,VZE-2458,VZE-2405,VZE-2179,VZE-2582,VZE-1490,VZE-1476,VZE-2346,VZE-2373,NA,YJD-0185,NA,NA,year_2,day_074,y2_d074_VZE_YJD,127,3787315,11,58.1346,68.6592
649,y2_d075_VZE_YJD,109,32,109,3626652,1,6,YJD,VZE,year_2,day_075,y2_d075_VZE_YJD,YJD,VZE,32.0,109.0,top,YJD-0376,YJD-0067,YJD-0366,YJD-0164,YJD-0132,YJD-0312,YJD-0397,YJD-0185,YJD-0345,VZE-1476,VZE-2405,NA,NA,year_2,day_075,y2_d075_VZE_YJD,109,3623649,11,55.6014,73.3971
650,y2_d075_VZE_YJD,111,33,111,3691992,1,6,YJD,VZE,year_2,day_075,y2_d075_VZE_YJD,YJD,VZE,33.0,111.0,top,YJD-0376,YJD-0067,YJD-0366,YJD-0164,YJD-0132,YJD-0312,YJD-0397,YJD-0185,YJD-0345,VZE-2173,VZE-1476,NA,NA,year_2,day_075,y2_d075_VZE_YJD,111,3688989,11,54.3564,71.2848
651,y2_d075_VZE_YJD,112,33,112,3709515,1,6,YJD,VZE,year_2,day_075,y2_d075_VZE_YJD,YJD,VZE,33.0,112.0,top,YJD-0376,YJD-0067,YJD-0366,YJD-0164,YJD-0132,YJD-0312,YJD-0397,YJD-0185,YJD-0345,VZE-2173,VZE-1476,NA,NA,year_2,day_075,y2_d075_VZE_YJD,112,3706512,11,53.8818,72.2187
652,y2_d075_VZE_YJD,115,34,115,3800232,1,6,YJD,VZE,year_2,day_075,y2_d075_VZE_YJD,YJD,VZE,34.0,115.0,top,YJD-0376,YJD-0067,YJD-0366,YJD-0164,YJD-0132,YJD-0312,YJD-0397,YJD-0185,YJD-0345,VZE-2179,VZE-1476,NA,NA,year_2,day_075,y2_d075_VZE_YJD,115,3797229,11,53.0268,72.5736
653,y2_d075_VZE_YJD,118,34,118,3878838,1,6,YJD,VZE,year_2,day_075,y2_d075_VZE_YJD,YJD,VZE,34.0,118.0,top,YJD-0376,YJD-0067,YJD-0366,YJD-0164,YJD-0132,YJD-0312,YJD-0397,YJD-0185,YJD-0345,VZE-2179,VZE-1476,NA,NA,year_2,day_075,y2_d075_VZE_YJD,118,3875835,11,53.7645,72.585
654,y2_d075_VZE_YJD,176,49,176,6073868,1,6,YJD,VZE,year_2,day_075,y2_d075_VZE_YJD,YJD,VZE,49.0,176.0,bottom,VZE-1949,VZE-2458,VZE-2405,VZE-2179,VZE-2582,VZE-2173,VZE-1724,VZE-2346,VZE-1476,YJD-0164,YJD-0373,NA,NA,year_2,day_075,y2_d075_VZE_YJD,176,6070865,11,57.4911,71.4753
655,y2_d075_VZE_YJD,179,49,179,6151418,1,6,YJD,VZE,year_2,day_075,y2_d075_VZE_YJD,YJD,VZE,49.0,179.0,bottom,VZE-1949,VZE-2458,VZE-2405,VZE-2179,VZE-2582,VZE-2173,VZE-1724,VZE-2346,VZE-1476,YJD-0164,YJD-0373,NA,NA,year_2,day_075,y2_d075_VZE_YJD,179,6148415,11,57.9405,68.7732
656,y2_d076_MGJ_RZQ,18,6,18,598502,1,6,RZQ,MGJ,year_2,day_076,y2_d076_MGJ_RZQ,RZQ,MGJ,6.0,18.0,bottom,MGJ-1720,MGJ-2024,MGJ-2504,MGJ-1418,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-2501,RZQ-0310,RZQ-0347,NA,NA,year_2,day_076,y2_d076_MGJ_RZQ,18,595502,11,55.2993,74.1267
657,y2_d076_MGJ_RZQ,19,6,19,616902,1,6,RZQ,MGJ,year_2,day_076,y2_d076_MGJ_RZQ,RZQ,MGJ,6.0,19.0,bottom,MGJ-1720,MGJ-2024,MGJ-2504,MGJ-1418,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-2501,RZQ-0310,RZQ-0347,NA,NA,year_2,day_076,y2_d076_MGJ_RZQ,19,613902,11,55.0272,73.9584
658,y2_d076_MGJ_RZQ,58,17,58,1904552,1,6,RZQ,MGJ,year_2,day_076,y2_d076_MGJ_RZQ,RZQ,MGJ,17.0,58.0,top,RZQ-0285,RZQ-0318,RZQ-0040,RZQ-0347,RZQ-0385,RZQ-0310,RZQ-0275,RZQ-0328,RZQ-0279,MGJ-2501,MGJ-2320,NA,NA,year_2,day_076,y2_d076_MGJ_RZQ,58,1901552,11,55.4706,75.7563
659,y2_d077_MGJ_RZQ,41,10,41,1206290,1,6,RZQ,MGJ,year_2,day_077,y2_d077_MGJ_RZQ,RZQ,MGJ,10.0,41.0,bottom,MGJ-2279,MGJ-2024,MGJ-2504,MGJ-1418,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-1864,RZQ-0318,RZQ-0279,NA,NA,year_2,day_077,y2_d077_MGJ_RZQ,41,1203290,11,56.9016,72.0225
660,y2_d077_MGJ_RZQ,45,10,45,1297140,1,6,RZQ,MGJ,year_2,day_077,y2_d077_MGJ_RZQ,RZQ,MGJ,10.0,45.0,bottom,MGJ-2279,MGJ-2024,MGJ-2504,MGJ-1418,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-1864,RZQ-0318,RZQ-0279,NA,NA,year_2,day_077,y2_d077_MGJ_RZQ,45,1294140,11,57.4563,71.6016
661,y2_d077_MGJ_RZQ,66,16,66,2089990,1,6,RZQ,MGJ,year_2,day_077,y2_d077_MGJ_RZQ,RZQ,MGJ,16.0,66.0,top,RZQ-0114,RZQ-0318,RZQ-0414,RZQ-0347,RZQ-0040,RZQ-0310,RZQ-0328,RZQ-0275,RZQ-0279,MGJ-2479,MGJ-2504,NA,NA,year_2,day_077,y2_d077_MGJ_RZQ,66,2086990,11,55.7598,72.5082
662,y2_d077_MGJ_RZQ,85,21,85,2719390,1,6,RZQ,MGJ,year_2,day_077,y2_d077_MGJ_RZQ,RZQ,MGJ,21.0,85.0,bottom,MGJ-2546,MGJ-2024,MGJ-2504,MGJ-1418,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-1864,RZQ-0328,RZQ-0310,NA,NA,year_2,day_077,y2_d077_MGJ_RZQ,85,2716390,11,59.1432,68.7003
663,y2_d077_MGJ_RZQ,86,21,86,2732440,1,6,RZQ,MGJ,year_2,day_077,y2_d077_MGJ_RZQ,RZQ,MGJ,21.0,86.0,bottom,MGJ-2546,MGJ-2024,MGJ-2504,MGJ-1418,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-1864,RZQ-0328,RZQ-0310,NA,NA,year_2,day_077,y2_d077_MGJ_RZQ,86,2729440,11,61.3794,68.5719
664,y2_d078_MGJ_RZQ,8,2,8,235249,1,6,RZQ,MGJ,year_2,day_078,y2_d078_MGJ_RZQ,RZQ,MGJ,2.0,8.0,top,RZQ-0292,RZQ-0395,RZQ-0414,RZQ-0385,RZQ-0040,RZQ-0310,RZQ-0347,RZQ-0328,RZQ-0231,MGJ-1418,MGJ-2320,NA,NA,year_2,day_078,y2_d078_MGJ_RZQ,8,232249,11,55.7241,72.1587
665,y2_d078_MGJ_RZQ,39,10,39,1213699,1,6,RZQ,MGJ,year_2,day_078,y2_d078_MGJ_RZQ,RZQ,MGJ,10.0,39.0,bottom,MGJ-2055,MGJ-1378,MGJ-2504,MGJ-2153,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-1864,RZQ-0040,RZQ-0328,NA,NA,year_2,day_078,y2_d078_MGJ_RZQ,39,1210699,11,56.8446,74.1351
666,y2_d078_MGJ_RZQ,40,10,40,1232199,1,6,RZQ,MGJ,year_2,day_078,y2_d078_MGJ_RZQ,RZQ,MGJ,10.0,40.0,bottom,MGJ-2055,MGJ-1378,MGJ-2504,MGJ-2153,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-1864,RZQ-0040,RZQ-0328,NA,NA,year_2,day_078,y2_d078_MGJ_RZQ,40,1229199,11,58.1634,75.7563
667,y2_d078_MGJ_RZQ,116,27,116,3660449,1,6,RZQ,MGJ,year_2,day_078,y2_d078_MGJ_RZQ,RZQ,MGJ,27.0,116.0,top,RZQ-0292,RZQ-0395,RZQ-0414,RZQ-0385,RZQ-0040,RZQ-0310,RZQ-0347,RZQ-0328,RZQ-0231,MGJ-2153,MGJ-2479,NA,NA,year_2,day_078,y2_d078_MGJ_RZQ,116,3657449,11,55.9227,73.911
668,y2_d078_MGJ_RZQ,161,41,161,5222949,1,6,RZQ,MGJ,year_2,day_078,y2_d078_MGJ_RZQ,RZQ,MGJ,41.0,161.0,bottom,MGJ-2055,MGJ-1378,MGJ-2504,MGJ-2153,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-1864,RZQ-0347,RZQ-0385,NA,NA,year_2,day_078,y2_d078_MGJ_RZQ,161,5219949,11,58.9734,71.256
669,y2_d078_MGJ_RZQ,162,41,162,5238149,1,6,RZQ,MGJ,year_2,day_078,y2_d078_MGJ_RZQ,RZQ,MGJ,41.0,162.0,bottom,MGJ-2055,MGJ-1378,MGJ-2504,MGJ-2153,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-1864,RZQ-0347,RZQ-0385,NA,NA,year_2,day_078,y2_d078_MGJ_RZQ,162,5235149,11,57.4287,72.1497
670,y2_d078_MGJ_RZQ,163,41,163,5253699,1,6,RZQ,MGJ,year_2,day_078,y2_d078_MGJ_RZQ,RZQ,MGJ,41.0,163.0,bottom,MGJ-2055,MGJ-1378,MGJ-2504,MGJ-2153,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-1864,RZQ-0347,RZQ-0385,NA,NA,year_2,day_078,y2_d078_MGJ_RZQ,163,5250699,11,56.538,73.0956
671,y2_d079_YJD_RZQ,10,3,10,249647,1,6,RZQ,YJD,year_2,day_079,y2_d079_YJD_RZQ,RZQ,YJD,3.0,10.0,top,RZQ-0324,RZQ-0318,RZQ-0414,RZQ-0385,RZQ-0040,RZQ-0310,RZQ-0275,RZQ-0279,RZQ-0231,YJD-0366,YJD-0312,NA,NA,year_2,day_079,y2_d079_YJD_RZQ,10,246647,11,56.0784,72.9474
672,y2_d079_YJD_RZQ,60,17,60,1900247,1,6,RZQ,YJD,year_2,day_079,y2_d079_YJD_RZQ,RZQ,YJD,17.0,60.0,bottom,YJD-0335,YJD-0007,YJD-0373,YJD-0345,YJD-0132,YJD-0164,YJD-0366,YJD-0185,YJD-0278,RZQ-0310,RZQ-0385,NA,NA,year_2,day_079,y2_d079_YJD_RZQ,60,1897247,11,57.3576,71.9802
673,y2_d079_YJD_RZQ,184,53,184,6227997,1,6,RZQ,YJD,year_2,day_079,y2_d079_YJD_RZQ,RZQ,YJD,53.0,184.0,top,RZQ-0208,RZQ-0318,RZQ-0414,RZQ-0385,RZQ-0040,RZQ-0310,RZQ-0275,RZQ-0279,RZQ-0231,YJD-0132,YJD-0278,NA,NA,year_2,day_079,y2_d079_YJD_RZQ,184,6224997,11,57.8646,73.6374
674,y2_d079_YJD_RZQ,195,55,195,6671997,1,6,RZQ,YJD,year_2,day_079,y2_d079_YJD_RZQ,RZQ,YJD,55.0,195.0,bottom,YJD-0335,YJD-0007,YJD-0373,YJD-0345,YJD-0132,YJD-0164,YJD-0366,YJD-0185,YJD-0278,RZQ-0231,RZQ-0310,NA,NA,year_2,day_079,y2_d079_YJD_RZQ,195,6668997,11,55.9275,74.3679
675,y2_d079_YJD_RZQ,201,55,201,6813547,1,6,RZQ,YJD,year_2,day_079,y2_d079_YJD_RZQ,RZQ,YJD,55.0,201.0,bottom,YJD-0335,YJD-0007,YJD-0373,YJD-0345,YJD-0132,YJD-0164,YJD-0366,YJD-0185,YJD-0278,RZQ-0231,RZQ-0310,NA,NA,year_2,day_079,y2_d079_YJD_RZQ,201,6810547,11,56.9649,73.2792
676,y2_d079_YJD_RZQ,214,60,214,7571897,1,6,RZQ,YJD,year_2,day_079,y2_d079_YJD_RZQ,RZQ,YJD,60.0,214.0,top,RZQ-0285,RZQ-0318,RZQ-0414,RZQ-0385,RZQ-0040,RZQ-0310,RZQ-0275,RZQ-0279,RZQ-0231,YJD-0345,YJD-0007,NA,NA,year_2,day_079,y2_d079_YJD_RZQ,214,7568897,11,56.5956,70.962
677,y2_d079_YJD_RZQ,263,74,263,9664247,1,6,RZQ,YJD,year_2,day_079,y2_d079_YJD_RZQ,RZQ,YJD,74.0,263.0,top,RZQ-0416,RZQ-0318,RZQ-0414,RZQ-0347,RZQ-0040,RZQ-0310,RZQ-0275,RZQ-0279,RZQ-0231,YJD-0132,YJD-0185,NA,NA,year_2,day_079,y2_d079_YJD_RZQ,263,9661247,11,58.2888,72.3864
678,y2_d079_YJD_RZQ,276,76,276,9991997,1,6,RZQ,YJD,year_2,day_079,y2_d079_YJD_RZQ,RZQ,YJD,76.0,276.0,top,RZQ-0416,RZQ-0318,RZQ-0414,RZQ-0347,RZQ-0040,RZQ-0310,RZQ-0275,RZQ-0279,RZQ-0231,YJD-0345,YJD-0185,NA,NA,year_2,day_079,y2_d079_YJD_RZQ,276,9988997,11,58.7454,71.6451
679,y2_d080_YJD_RZQ,22,7,22,773698,1,6,RZQ,YJD,year_2,day_080,y2_d080_YJD_RZQ,RZQ,YJD,7.0,22.0,bottom,YJD-0420,YJD-0067,YJD-0366,YJD-0164,YJD-0132,YJD-0312,YJD-0397,YJD-0185,YJD-0398,RZQ-0310,RZQ-0347,NA,NA,year_2,day_080,y2_d080_YJD_RZQ,22,770698,11,56.2866,72.3342
680,y2_d080_YJD_RZQ,92,23,92,3039948,1,6,RZQ,YJD,year_2,day_080,y2_d080_YJD_RZQ,RZQ,YJD,23.0,92.0,bottom,YJD-0420,YJD-0067,YJD-0366,YJD-0164,YJD-0132,YJD-0312,YJD-0397,YJD-0185,YJD-0398,RZQ-0328,RZQ-0310,NA,NA,year_2,day_080,y2_d080_YJD_RZQ,92,3036948,11,57.0603,73.3368
681,y2_d080_YJD_RZQ,93,23,93,3060198,1,6,RZQ,YJD,year_2,day_080,y2_d080_YJD_RZQ,RZQ,YJD,23.0,93.0,bottom,YJD-0420,YJD-0067,YJD-0366,YJD-0164,YJD-0132,YJD-0312,YJD-0397,YJD-0185,YJD-0398,RZQ-0328,RZQ-0310,NA,NA,year_2,day_080,y2_d080_YJD_RZQ,93,3057198,11,57.0603,73.6332
682,y2_d080_YJD_RZQ,142,36,142,4540948,1,6,RZQ,YJD,year_2,day_080,y2_d080_YJD_RZQ,RZQ,YJD,36.0,142.0,bottom,YJD-0420,YJD-0067,YJD-0366,YJD-0164,YJD-0132,YJD-0312,YJD-0397,YJD-0185,YJD-0398,RZQ-0310,RZQ-0347,NA,NA,year_2,day_080,y2_d080_YJD_RZQ,142,4537948,11,55.0623,72.3909
683,y2_d080_YJD_RZQ,144,36,144,4582398,1,6,RZQ,YJD,year_2,day_080,y2_d080_YJD_RZQ,RZQ,YJD,36.0,144.0,bottom,YJD-0420,YJD-0067,YJD-0366,YJD-0164,YJD-0132,YJD-0312,YJD-0397,YJD-0185,YJD-0398,RZQ-0310,RZQ-0347,NA,NA,year_2,day_080,y2_d080_YJD_RZQ,144,4579398,11,55.6014,73.4751
684,y2_d065_ESW_YJD,95,24,95,2677287,1,6,YJD,ESW,year_2,day_065,y2_d065_ESW_YJD,YJD,ESW,24.0,95.0,bottom,ESW-2287,ESW-1170,ESW-1643,ESW-2290,ESW-1502,ESW-1105,ESW-1908,ESW-2445,ESW-2577,YJD-0019,YJD-0067,NA,NA,year_2,day_065,y2_d065_ESW_YJD,95,2674287,11,57.828,72.2001
685,y2_d066_HKR_RZQ,269,66,269,9173258,1,6,RZQ,HKR,year_2,day_066,y2_d066_HKR_RZQ,RZQ,HKR,66.0,269.0,bottom,HKR-2083,HKR-1615,HKR-1484,HKR-1289,HKR-1856,HKR-1921,HKR-1872,HKR-1786,HKR-1590,RZQ-0040,RZQ-0415,NA,NA,year_2,day_066,y2_d066_HKR_RZQ,269,9170258,11,56.5617,72.006
686,y2_d067_ESW_YJD,62,20,62,2083654,1,6,YJD,ESW,year_2,day_067,y2_d067_ESW_YJD,YJD,ESW,20.0,62.0,bottom,ESW-1008,ESW-1170,ESW-1643,ESW-1502,ESW-1908,ESW-1105,ESW-2577,ESW-2445,ESW-2459,YJD-0340,YJD-0278,NA,NA,year_2,day_067,y2_d067_ESW_YJD,62,2080654,11,58.9806,71.2137
687,y2_d067_HKR_RZQ,179,47,172,6040665,1,6,RZQ,HKR,year_2,day_067,y2_d067_HKR_RZQ,RZQ,HKR,47.0,172.0,bottom,HKR-1880,HKR-1615,HKR-2515,HKR-2541,HKR-1984,HKR-1921,HKR-1484,HKR-1786,HKR-1590,RZQ-0317,RZQ-0346,NA,NA,year_2,day_067,y2_d067_HKR_RZQ,179,6037665,11,56.136,74.3034
688,y2_d067_HKR_RZQ,263,66,256,8913215,1,6,RZQ,HKR,year_2,day_067,y2_d067_HKR_RZQ,RZQ,HKR,66.0,256.0,bottom,HKR-1448,HKR-1615,HKR-2515,HKR-2541,HKR-1984,HKR-1921,HKR-1484,HKR-1786,HKR-1590,RZQ-0317,RZQ-0346,NA,NA,year_2,day_067,y2_d067_HKR_RZQ,263,8910215,11,55.941,73.677
689,y2_d069_RDO_RZQ,18,4,18,363035,1,6,RZQ,RDO,year_2,day_069,y2_d069_RDO_RZQ,RZQ,RDO,4.0,18.0,top,RZQ-0285,RZQ-0318,RZQ-0279,RZQ-0347,RZQ-0040,RZQ-0317,RZQ-0415,RZQ-0310,RZQ-0346,RDO-2022,RDO-2222,NA,NA,year_2,day_069,y2_d069_RDO_RZQ,18,360035,11,56.0043,73.9161
690,y2_d071_DYE_YJD,224,54,224,6979701,1,6,YJD,DYE,year_2,day_071,y2_d071_DYE_YJD,YJD,DYE,54.0,224.0,top,YJD-0336,YJD-0067,YJD-0373,YJD-0080,YJD-0304,YJD-0312,YJD-0185,YJD-0398,YJD-0166,DYE-0022,DYE-0122,NA,NA,year_2,day_071,y2_d071_DYE_YJD,224,6976702,11,57.7833,71.6439
691,y2_d071_XFE_RZQ,70,18,70,2120482,1,6,RZQ,XFE,year_2,day_071,y2_d071_XFE_RZQ,RZQ,XFE,18.0,70.0,bottom,XFE-2034,XFE-1910,XFE-1082,XFE-1076,XFE-2123,XFE-1405,XFE-2310,XFE-2484,XFE-2568,RZQ-0275,RZQ-0279,NA,NA,year_2,day_071,y2_d071_XFE_RZQ,70,2117482,11,56.2338,73.1424
692,y2_d072_XFE_RZQ,31,7,31,772859,1,6,RZQ,XFE,year_2,day_072,y2_d072_XFE_RZQ,RZQ,XFE,7.0,31.0,bottom,XFE-1521,XFE-1910,XFE-1156,XFE-1076,XFE-1082,XFE-1405,XFE-2568,XFE-2484,XFE-1064,RZQ-0040,RZQ-0415,NA,NA,year_2,day_072,y2_d072_XFE_RZQ,31,769859,11,55.3194,73.6419
693,y2_d074.5_VZE_YJD,46,10,46,1345076,1,6,YJD,VZE,year_2,day_074.5,y2_d074.5_VZE_YJD,YJD,VZE,10.0,46.0,top,YJD-0353,YJD-0067,YJD-0373,YJD-0164,YJD-0132,YJD-0312,YJD-0345,YJD-0185,YJD-0366,VZE-2294,VZE-2173,NA,NA,year_2,day_074.5,y2_d074.5_VZE_YJD,46,1342076,11,55.6278,72.1005
694,y2_d074_VZE_YJD,196,48,196,5900965,1,6,YJD,VZE,year_2,day_074,y2_d074_VZE_YJD,YJD,VZE,48.0,196.0,bottom,VZE-1831,VZE-2458,VZE-2405,VZE-2179,VZE-2582,VZE-1490,VZE-1476,VZE-2346,VZE-2373,NA,YJD-0397,NA,NA,year_2,day_074,y2_d074_VZE_YJD,196,5897965,11,56.535,74.0274
695,y2_d076_MGJ_RZQ,27,7,27,805952,1,6,RZQ,MGJ,year_2,day_076,y2_d076_MGJ_RZQ,RZQ,MGJ,7.0,27.0,bottom,MGJ-1720,MGJ-2024,MGJ-2504,MGJ-1418,MGJ-2494,MGJ-2479,MGJ-1146,MGJ-2320,MGJ-2501,RZQ-0328,RZQ-0347,NA,NA,year_2,day_076,y2_d076_MGJ_RZQ,27,802952,11,55.1652,73.233
696,y2_d079_YJD_RZQ,13,3,13,318747,1,6,RZQ,YJD,year_2,day_079,y2_d079_YJD_RZQ,RZQ,YJD,3.0,13.0,top,RZQ-0324,RZQ-0318,RZQ-0414,RZQ-0385,RZQ-0040,RZQ-0310,RZQ-0275,RZQ-0279,RZQ-0231,YJD-0366,YJD-0312,NA,NA,year_2,day_079,y2_d079_YJD_RZQ,13,315747,11,55.3644,74.3304
697,y2_d071_DYE_YJD,253,60,253,8287601,1,6,YJD,DYE,year_2,day_071,y2_d071_DYE_YJD,YJD,DYE,60.0,253.0,bottom,DYE-0047,DYE-0422,DYE-0130,DYE-0255,DYE-0413,DYE-0022,DYE-0331,DYE-0089,DYE-0122,YJD-0312,YJD-0373,NA,NA,year_2,day_071,y2_d071_DYE_YJD,253,8284602,11,57.1857,71.2548
698,y2_d074.5_VZE_YJD,75,18,75,2319726,1,6,YJD,VZE,year_2,day_074.5,y2_d074.5_VZE_YJD,YJD,VZE,18.0,75.0,top,YJD-0353,YJD-0067,YJD-0373,YJD-0164,YJD-0132,YJD-0312,YJD-0345,YJD-0185,YJD-0366,VZE-2373,VZE-1879,NA,NA,year_2,day_074.5,y2_d074.5_VZE_YJD,75,2316726,11,56.6991,72.9564
699,y2_d073_XFE_RZQ,137,54,181,14305066,1,6,RZQ,XFE,year_2,day_073,y2_d073_XFE_RZQ,RZQ,XFE,54.0,181.0,top,RZQ-0285,RZQ-0395,RZQ-0040,RZQ-0347,RZQ-0317,RZQ-0310,RZQ-0346,RZQ-0275,RZQ-0279,XFE-1076,XFE-2484,NA,NA,year_2,day_073,y2_d073_XFE_RZQ,137,14302066,11,56.0448,74.2041
700,y2_d082_WMI_YJD,44,10,44,1119016,1,6,YJD,WMI,year_2,day_082,y2_d082_WMI_YJD,YJD,WMI,10.0,44.0,top,YJD-0389,YJD-0007,YJD-0373,YJD-0312,YJD-0132,YJD-0345,YJD-0397,YJD-0185,YJD-0366,WMI-2366,WMI-2219,NA,NA,year_2,day_082,y2_d082_WMI_YJD,44,1116016,11,55.3911,72.9429
701,y2_d083.5_WMI_YJD,103,28,103,3336612,1,6,YJD,WMI,year_2,day_083.5,y2_d083.5_WMI_YJD,YJD,WMI,28.0,103.0,top,YJD-0335,YJD-0007,YJD-0373,YJD-0429,YJD-0132,YJD-0312,YJD-0345,YJD-0398,YJD-0397,WMI-2366,WMI-2030,NA,NA,year_2,day_083.5,y2_d083.5_WMI_YJD,103,3333612,11,55.8264,74.2695
702,y2_d083_WMI_YJD,126,27,126,4016250,1,6,YJD,WMI,year_2,day_083,y2_d083_WMI_YJD,YJD,WMI,27.0,126.0,top,YJD-0380,YJD-0067,YJD-0153,YJD-0312,YJD-0132,YJD-0345,YJD-0185,YJD-0398,YJD-0397,WMI-2181,WMI-2253,NA,NA,year_2,day_083,y2_d083_WMI_YJD,126,4013250,11,56.6919,74.5656
703,y2_d083_WMI_YJD,127,27,127,4031600,1,6,YJD,WMI,year_2,day_083,y2_d083_WMI_YJD,YJD,WMI,27.0,127.0,top,YJD-0380,YJD-0067,YJD-0153,YJD-0312,YJD-0132,YJD-0345,YJD-0185,YJD-0398,YJD-0397,WMI-2181,WMI-2253,NA,NA,year_2,day_083,y2_d083_WMI_YJD,127,4028600,11,58.5282,72.0285
704,y2_d083_WMI_YJD,200,43,200,6302500,1,6,YJD,WMI,year_2,day_083,y2_d083_WMI_YJD,YJD,WMI,43.0,200.0,top,YJD-0353,YJD-0067,YJD-0153,YJD-0312,YJD-0132,YJD-0345,YJD-0185,YJD-0398,YJD-0397,WMI-2181,WMI-2253,NA,NA,year_2,day_083,y2_d083_WMI_YJD,200,6299500,11,57.2355,73.1853
705,y2_d084_LFS_YJD,13,4,13,288831,1,6,YJD,LFS,year_2,day_084,y2_d084_LFS_YJD,YJD,LFS,4.0,13.0,top,YJD-0420,YJD-0007,YJD-0153,YJD-0429,YJD-0132,YJD-0312,YJD-0345,YJD-0398,YJD-0397,LFS-1144,LFS-2216,NA,NA,year_2,day_084,y2_d084_LFS_YJD,13,288831,11,54.3195,71.2911
706,y2_d084_LFS_YJD,76,20,76,2358131,1,6,YJD,LFS,year_2,day_084,y2_d084_LFS_YJD,YJD,LFS,20.0,76.0,bottom,LFS-2414,LFS-2393,LFS-1251,LFS-1666,LFS-2356,LFS-1887,LFS-1814,LFS-1637,LFS-2216,YJD-0429,YJD-0398,NA,NA,year_2,day_084,y2_d084_LFS_YJD,76,2358131,11,57.8769,72.3234
707,y2_d084_LFS_YJD,87,22,87,2704581,1,6,YJD,LFS,year_2,day_084,y2_d084_LFS_YJD,YJD,LFS,22.0,87.0,bottom,LFS-2414,LFS-2393,LFS-1251,LFS-1666,LFS-2356,LFS-1887,LFS-1814,LFS-1637,LFS-2216,YJD-0312,NA,NA,NA,year_2,day_084,y2_d084_LFS_YJD,87,2704581,11,21.3588,107.3928
708,y2_d084_LFS_YJD,180,48,180,5807731,1,6,YJD,LFS,year_2,day_084,y2_d084_LFS_YJD,YJD,LFS,48.0,180.0,top,YJD-0420,YJD-0007,YJD-0153,YJD-0429,YJD-0132,YJD-0312,YJD-0345,YJD-0398,YJD-0397,LFS-1251,LFS-2356,NA,NA,year_2,day_084,y2_d084_LFS_YJD,180,5807731,11,54.318,71.2746
709,y2_d084_LFS_YJD,183,48,183,5884531,1,6,YJD,LFS,year_2,day_084,y2_d084_LFS_YJD,YJD,LFS,48.0,183.0,top,YJD-0420,YJD-0007,YJD-0153,YJD-0429,YJD-0132,YJD-0312,YJD-0345,YJD-0398,YJD-0397,LFS-1251,LFS-2356,NA,NA,year_2,day_084,y2_d084_LFS_YJD,183,5884531,11,51.9231,70.3236
