,play_per_game,game_str,runs
75339,159,y2_d048_DYE_RZQ,1.0
75371,57,y1_d045_MHY_RZQ,1.0
75374,104,y1_d079_PVJ_RZQ,1.0
75384,29,y2_d071_XFE_RZQ,1.0
75445,45,y1_d050_UPU_YJD,2.0
75566,176,y2_d071_DYE_YJD,1.0
75814,158,y2_d056_IAK_RZQ,1.0
75836,184,y1_d046_MHY_RZQ,1.0
75881,136,y2_d004_GHD_YJD,1.0
75941,298,y1_d044_WJU_QEA,1.0
75951,161,y2_d021_DMS_RZQ,1.0
75971,27,y2_d020_GIS_RZQ,1.0
75981,33,y2_d029_IKJ_RZQ,1.0
75983,82,y2_d029_IKJ_RZQ,1.0
76019,157,y2_d080_YJD_RZQ,1.0
76094,273,y1_d044_WJU_QEA,1.0
76225,289,y1_d014_IXC_QEA,1.0
76229,119,y1_d016_OXG_QEA,1.0
76352,200,y2_d014_TEQ_YJD,1.0
76469,85,y1_d009_GEA_YJD,1.0
76622,221,y1_d078_GAX_YJD,1.0
76623,260,y1_d078_GAX_YJD,1.0
76734,97,y2_d095_QZE_RZQ,1.0
76744,55,y2_d041_XLB_RZQ,1.0
76748,262,y2_d079_YJD_RZQ,1.0
76922,366,y2_d035_KNB_YJD,1.0
76972,145,y2_d002_BEJ_RZQ,1.0
77000,125,y1_d049_JZK_RZQ,1.0
77047,274,y2_d003_GHD_YJD,1.0
77096,227,y1_d053_APZ_QEA,1.0
77205,64,y2_d015_TEQ_YJD,1.0
77295,68,y1_d047_MHY_RZQ,1.0
77361,167,y2_d092_NYA_YJD,1.0
77363,260,y2_d092_NYA_YJD,1.0
77394,186,y1_d055_APZ_QEA,1.0
77413,99,y1_d048_STK_QEA,1.0
77476,130,y1_d085_YJD_RZQ,1.0
77527,238,y2_d059_POW_YJD,1.0
77649,315,y2_d009_JMJ_YJD,1.0
77699,340,y1_d067_OWH_QEA,1.0
77758,52,y1_d045_MHY_RZQ,1.0
77759,114,y1_d045_MHY_RZQ,1.0
77835,16,y2_d028_VMN_YJD,1.0
77875,48,y1_d094_XAX_QEA,1.0
78065,225,y2_d063_KIR_RZQ,1.0
78119,130,y1_d094_KQQ_YJD,1.0
78230,138,y2_d069_RDO_RZQ,1.0
78323,144,y1_d080_FBP_QEA,1.0
78340,219,y1_d049_STK_QEA,1.0
78479,199,y1_d050.5_STK_QEA,1.0
78547,68,y1_d094_WNA_RZQ,1.0
78552,137,y2_d097_YJD_RZQ,1.0
78666,194,y1_d090_DYE_RZQ,1.0
78667,203,y1_d090_DYE_RZQ,1.0
78800,13,y1_d067_OWH_QEA,1.0
78844,364,y1_d027_JIL_RZQ,1.0
78865,94,y1_d079_PVJ_RZQ,1.0
78870,270,y2_d008_TSZ_RZQ,1.0
78891,24,y1_d024_AKX_YJD,1.0
78981,190,y1_d050.5_STK_QEA,1.0
79039,63,y1_d064_UEX_RZQ,1.0
79129,36,y1_d014_IXC_QEA,1.0
79140,23,y1_d057_OXG_QEA,1.0
79417,118,y1_d094_KQQ_YJD,1.0
79436,58,y1_d049_UPU_YJD,1.0
79514,84,y1_d046_MHY_RZQ,1.0
79571,20,y1_d021_JFU_YJD,1.0
79647,159,y2_d088_DYE_RZQ,1.0
79681,226,y2_d070_RDO_RZQ,1.0
79746,79,y1_d042_TKJ_YJD,1.0
