,game_str,play_per_game,outs
35777,y1_d050_STK_QEA,15.0,1.0
35801,y1_d087_CRQ_QEA,75.0,1.0
35869,y2_d023_DMS_RZQ,152.0,1.0
35879,y2_d094_QZE_RZQ,114.0,1.0
35884,y2_d099_YJD_RZQ,196.0,1.0
35886,y1_d005_JJS_YJD,9.0,1.0
35894,y1_d027_JIL_RZQ,423.0,1.0
35895,y1_d036_HMN_RZQ,253.0,1.0
35914,y1_d012_IXC_QEA,37.0,1.0
35918,y1_d038_HMN_RZQ,187.0,1.0
35924,y1_d050_JZK_RZQ,109.0,1.0
35926,y1_d050_JZK_RZQ,160.0,3.0
35945,y2_d026_VMN_YJD,149.0,1.0
35962,y2_d044_RZQ_YJD,101.0,1.0
35989,y1_d057_KJH_RZQ,107.0,1.0
35993,y1_d084_YJD_RZQ,45.0,1.0
35997,y1_d087_CRQ_QEA,264.0,1.0
36005,y2_d030_IKJ_RZQ,325.0,1.0
36010,y2_d041_XLB_RZQ,225.0,1.0
36016,y2_d059_POW_YJD,169.0,1.0
36020,y2_d059_POW_YJD,344.0,1.0
36022,y2_d066_ESW_YJD,242.0,1.0
36026,y2_d070_RDO_RZQ,63.0,1.0
36036,y2_d080_YJD_RZQ,334.0,2.0
36037,y2_d083.5_WMI_YJD,107.0,1.0
36038,y2_d083.5_WMI_YJD,146.0,1.0
36055,y2_d013_BVD_RZQ,42.0,1.0
36068,y2_d065_ESW_YJD,132.0,1.0
36077,y2_d096_QZE_RZQ,90.0,1.0
36080,y2_d002_BEJ_RZQ,284.0,1.0
36093,y2_d082_WMI_YJD,18.0,1.0
36123,y1_d081_FBP_QEA,69.0,1.0
36125,y1_d091_DYE_RZQ,119.0,1.0
36128,y1_d091_DYE_RZQ,306.0,1.0
36140,y1_d016_OXG_QEA,71.0,1.0
36147,y1_d051_UPU_YJD,15.0,1.0
36177,y1_d096_KQQ_YJD,101.0,1.0
36180,y2_d005_NSO_YJD,4.0,1.0
36186,y2_d025_ALA_YJD,15.0,1.0
36197,y2_d036_UKI_RZQ,298.0,1.0
36205,y2_d065_HKR_RZQ,52.0,1.0
36212,y2_d083_WMI_YJD,81.0,1.0
36213,y2_d083_WMI_YJD,131.0,1.0
36234,y1_d051_JZK_RZQ,255.0,1.0
36267,y2_d031_IKJ_RZQ,163.0,1.0
36287,y2_d077_MGJ_RZQ,272.0,1.0
36328,y2_d024_ALA_YJD,178.0,1.0
36332,y2_d035_KNB_YJD,40.0,1.0
36335,y2_d035_KNB_YJD,299.0,1.0
36361,y2_d064_ESW_YJD,246.0,1.0
36374,y2_d084_LFS_YJD,155.0,1.0
36406,y1_d073_PHS_RZQ,127.0,1.0
36424,y2_d005_NSO_YJD,160.0,1.0
36468,y1_d049_UPU_YJD,23.0,1.0
36480,y2_d068_RDO_RZQ,115.0,1.0
36484,y2_d096_QZE_RZQ,183.0,1.0
36499,y1_d052_APZ_QEA,314.0,1.0
36502,y1_d058_KJH_RZQ,313.0,1.0
36516,y1_d086_CRQ_QEA,218.0,1.0
36542,y1_d052_APZ_QEA,178.0,1.0
36543,y1_d052_APZ_QEA,265.0,1.0
36554,y1_d080_FBP_QEA,49.0,1.0
36562,y1_d011_GEA_YJD,19.0,1.0
36566,y1_d018_OXG_QEA,92.0,1.0
36581,y1_d055_APZ_QEA,247.0,1.0
36586,y1_d067_OWH_QEA,248.0,1.0
36597,y2_d027_YUH_RZQ,231.0,1.0
36616,y2_d083_WMI_YJD,143.0,1.0
36624,y2_d092_NYA_YJD,34.0,1.0
36642,y1_d048_STK_QEA,99.0,1.0
36643,y1_d048_STK_QEA,248.0,1.0
36652,y1_d091_DYE_RZQ,138.0,1.0
36658,y1_d098_MRJ_YJD,58.0,1.0
36671,y2_d008_TSZ_RZQ,145.0,1.0
36679,y2_d051_DYE_RZQ,279.0,1.0
36720,y1_d015_IXC_QEA,259.0,1.0
36736,y1_d064_IAQ_YJD,122.0,1.0
36749,y1_d095_XAX_QEA,11.0,1.0
36769,y2_d033_KNB_YJD,11.0,1.0
36783,y1_d017_OXG_QEA,83.0,1.0
36803,y1_d063_HCI_RZQ,92.0,1.0
36808,y1_d072_ACN_QEA,95.0,1.0
36847,y1_d099_MRJ_YJD,102.0,1.0
36852,y2_d007_NSO_YJD,207.0,1.0
36854,y2_d019_GIS_RZQ,72.0,1.0
36865,y1_d020_JFU_YJD,49.0,1.0
36878,y1_d060_JNJ_QEA,133.0,1.0
36880,y1_d065_UEX_RZQ,121.0,1.0
36889,y1_d087_CRQ_QEA,281.0,1.0
36890,y2_d015_TEQ_YJD,47.0,1.0
36907,y2_d074_VZE_YJD,182.0,1.0
36920,y1_d049_UPU_YJD,295.0,1.0
36942,y2_d008_TSZ_RZQ,48.0,1.0
36943,y2_d008_TSZ_RZQ,120.0,1.0
36950,y2_d051_DYE_RZQ,55.0,1.0
36955,y2_d052_PTB_YJD,112.0,1.0
36965,y1_d024_AKX_YJD,44.0,1.0
36969,y1_d027_JIL_RZQ,338.0,1.0
36973,y1_d037_HMN_RZQ,34.0,1.0
36979,y1_d064_IAQ_YJD,159.0,1.0
36985,y1_d065_OWH_QEA,273.0,1.0
36986,y1_d066_IAQ_YJD,34.0,1.0
36994,y1_d012_IXC_QEA,5.0,1.0
36998,y1_d038_HMN_RZQ,192.0,2.0
37000,y1_d049_JZK_RZQ,267.0,1.0
37002,y1_d050_JZK_RZQ,85.0,1.0
37008,y1_d058_OXG_QEA,215.0,1.0
37025,y2_d029_IKJ_RZQ,266.0,1.0
37027,y2_d031_IKJ_RZQ,295.0,1.0
37028,y2_d038_UKI_RZQ,167.0,1.0
37029,y2_d038_UKI_RZQ,205.0,1.0
37033,y2_d049_DYE_RZQ,253.0,1.0
37045,y1_d020_JFU_YJD,219.0,1.0
37049,y1_d033_AVV_YJD,157.0,1.0
37064,y1_d084_YJD_RZQ,141.0,1.0
37069,y2_d015_TEQ_YJD,243.0,1.0
37085,y2_d064_ESW_YJD,116.0,1.0
37089,y2_d066_ESW_YJD,248.0,1.0
37104,y2_d071_XFE_RZQ,249.0,1.0
37111,y2_d080_YJD_RZQ,326.0,1.0
37117,y2_d088_DYE_RZQ,157.0,1.0
37125,y2_d010_JMJ_YJD,126.0,2.0
37129,y2_d039_XLB_RZQ,91.0,1.0
37144,y2_d073_XFE_RZQ,265.0,1.0
37145,y2_d096_QZE_RZQ,94.0,1.0
37152,y2_d010_TSZ_RZQ,60.0,1.0
37163,y2_d071_DYE_YJD,177.0,1.0
37165,y2_d073_DYE_YJD,136.0,1.0
37167,y2_d079_YJD_RZQ,28.0,1.0
37168,y2_d079_YJD_RZQ,60.0,1.0
37196,y1_d091_DYE_RZQ,82.0,1.0
37209,y1_d048_MHY_RZQ,142.0,1.0
37223,y1_d070_ACN_QEA,278.0,1.0
37249,y2_d065_HKR_RZQ,123.0,1.0
37259,y2_d089_DYE_RZQ,193.0,1.0
37274,y1_d050_JZK_RZQ,266.0,1.0
37282,y1_d080_PVJ_RZQ,129.0,1.0
37289,y2_d028_YUH_RZQ,114.0,1.0
37292,y2_d028_YUH_RZQ,197.0,1.0
37298,y2_d040_XLB_RZQ,9.0,1.0
37332,y2_d018_GIS_RZQ,58.0,2.0
37340,y2_d035_KNB_YJD,145.0,1.0
37342,y2_d045_IHI_YJD,132.0,1.0
37350,y2_d055_IAK_RZQ,70.0,1.0
37352,y2_d055_IAK_RZQ,219.0,1.0
37385,y2_d071_XFE_RZQ,145.0,1.0
37389,y2_d080_YJD_RZQ,224.0,1.0
37406,y1_d010_DYE_RZQ,323.0,1.0
37410,y1_d048_MHY_RZQ,123.0,1.0
37414,y1_d056_WZR_YJD,18.0,1.0
37416,y1_d056_WZR_YJD,53.0,1.0
37417,y1_d056_WZR_YJD,212.0,1.0
37421,y1_d070_ACN_QEA,253.0,1.0
37422,y1_d073_PHS_RZQ,17.0,1.0
37427,y1_d076_GAX_YJD,179.0,1.0
37432,y1_d096_KQQ_YJD,134.0,1.0
37437,y2_d002_BEJ_RZQ,298.0,1.0
37442,y2_d047_IHI_YJD,175.0,1.0
37445,y2_d047_IHI_YJD,232.0,1.0
37449,y2_d071_DYE_YJD,227.0,1.0
37465,y1_d021_JFU_YJD,43.0,1.0
37471,y1_d029_CMS_YJD,202.0,1.0
37472,y1_d029_CMS_YJD,251.0,1.0
37486,y1_d045_MHY_RZQ,51.0,1.0
37504,y1_d074_PHS_RZQ,84.0,1.0
37506,y1_d090_DYE_RZQ,98.0,1.0
37559,y2_d003_GHD_YJD,99.0,1.0
37574,y1_d014_IXC_QEA,186.0,1.0
37578,y1_d022_AKX_YJD,243.0,1.0
37588,y1_d064_UEX_RZQ,32.0,1.0
37605,y1_d082_FBP_QEA,170.0,1.0
37613,y2_d072_DYE_YJD,210.0,1.0
37663,y1_d023_AKX_YJD,265.0,1.0
37675,y1_d071_ACN_QEA,287.0,1.0
37687,y1_d098_MRJ_YJD,265.0,1.0
37693,y2_d006_DYE_RZQ,314.0,1.0
37703,y2_d052_PTB_YJD,45.0,1.0
37710,y2_d094_QZE_RZQ,331.0,1.0
37762,y1_d027_JIL_RZQ,383.0,1.0
37774,y1_d044_WJU_QEA,200.0,3.0
37781,y1_d064_IAQ_YJD,297.0,1.0
37784,y1_d065_OWH_QEA,100.0,1.0
37787,y1_d066_IAQ_YJD,103.0,1.0
37788,y1_d066_IAQ_YJD,109.0,1.0
37807,y1_d099_MRJ_YJD,124.0,1.0
37811,y2_d007_DYE_RZQ,210.0,1.0
37828,y2_d033_KNB_YJD,237.0,1.0
37858,y1_d074_UWE_YJD,94.0,1.0
37859,y1_d074_UWE_YJD,108.0,1.0
37863,y1_d088_CRQ_QEA,155.0,1.0
37878,y2_d058_POW_YJD,279.0,1.0
37899,y1_d093_DYE_RZQ,285.0,1.0
37917,y2_d013_RQJ_YJD,13.0,1.0
37929,y2_d033_KNB_YJD,86.0,1.0
37930,y2_d033_KNB_YJD,125.0,1.0
37945,y1_d041_TKJ_YJD,58.0,1.0
37953,y1_d054_APZ_QEA,249.0,1.0
37963,y1_d087_CRQ_QEA,74.0,1.0
37969,y2_d014_TEQ_YJD,262.0,1.0
37996,y1_d045_VHS_YJD,62.0,1.0
38027,y2_d005_DYE_RZQ,283.0,1.0
38051,y1_d015_IXC_QEA,137.0,1.0
38053,y1_d024_AKX_YJD,289.0,1.0
38074,y1_d012_IXC_QEA,36.0,1.0
38084,y1_d050_JZK_RZQ,162.0,1.0
38088,y1_d050_JZK_RZQ,311.0,1.0
38092,y1_d058_OXG_QEA,105.0,1.0
38103,y1_d081_PVJ_RZQ,306.0,1.0
38107,y2_d020_GIS_RZQ,147.0,1.0
38112,y2_d028_VMN_YJD,311.0,1.0
38123,y2_d031_IKJ_RZQ,245.0,1.0
38124,y2_d038_UKI_RZQ,1.0,3.0
38138,y2_d049_DYE_RZQ,277.0,1.0
38145,y2_d077_MGJ_RZQ,19.0,1.0
38153,y1_d020_JFU_YJD,212.0,1.0
38161,y1_d054_APZ_QEA,8.0,1.0
38166,y1_d060_JNJ_QEA,114.0,1.0
38179,y2_d030_IKJ_RZQ,53.0,1.0
38186,y2_d043_RZQ_YJD,179.0,1.0
38241,y2_d042_RZQ_YJD,51.0,1.0
38243,y2_d056_IAK_RZQ,118.0,1.0
38244,y2_d056_IAK_RZQ,201.0,1.0
38245,y2_d056_IAK_RZQ,210.0,1.0
38261,y2_d096_QZE_RZQ,175.0,1.0
38264,y2_d047_IHI_YJD,217.0,1.0
38276,y1_d002_CGA_QEA,127.0,1.0
38291,y1_d059_JNJ_QEA,118.0,1.0
38301,y1_d091_DYE_RZQ,318.0,1.0
38320,y1_d046_MHY_RZQ,247.0,1.0
38327,y1_d056_OXG_QEA,55.0,1.0
38336,y1_d057_OXG_QEA,274.0,1.0
38343,y1_d078_GAX_YJD,248.0,1.0
38351,y2_d011_RQJ_YJD,262.0,1.0
38357,y2_d026_YUH_RZQ,239.0,1.0
38358,y2_d027_YUH_RZQ,138.0,1.0
38372,y2_d083_WMI_YJD,199.0,1.0
38386,y1_d049_JZK_RZQ,120.0,1.0
38396,y1_d062_HCI_RZQ,248.0,1.0
38397,y1_d080_PVJ_RZQ,95.0,1.0
38403,y1_d096_XAX_QEA,83.0,1.0
38446,y1_d075_PHS_RZQ,124.0,1.0
38471,y2_d024.5_ALA_YJD,86.0,3.0
38496,y2_d050_DYE_RZQ,167.0,1.0
38501,y2_d063_KIR_RZQ,192.0,1.0
38504,y2_d095_QZE_RZQ,9.0,1.0
38505,y2_d095_QZE_RZQ,174.0,1.0
38522,y2_d084_LFS_YJD,9.0,1.0
38524,y2_d088_DYE_RZQ,23.0,1.0
38548,y1_d070_ACN_QEA,119.0,1.0
38551,y1_d073_PHS_RZQ,69.0,1.0
38577,y2_d085.5_LFS_YJD,79.0,1.0
38581,y1_d009_GEA_YJD,14.0,1.0
38597,y1_d045_VHS_YJD,265.0,1.0
38601,y1_d049_UPU_YJD,47.0,1.0
38618,y2_d068_RDO_RZQ,46.0,1.0
38643,y1_d080_FBP_QEA,73.0,1.0
38647,y1_d082_FBP_QEA,72.0,1.0
38659,y1_d094_KQQ_YJD,23.0,1.0
38705,y2_d072_DYE_YJD,91.0,3.0
38726,y1_d039_HMN_RZQ,228.0,1.0
38729,y1_d046_VHS_YJD,238.0,1.0
38731,y1_d046_WJU_QEA,292.0,1.0
38732,y1_d046_WJU_QEA,309.0,3.0
38749,y1_d067_OWH_QEA,290.0,1.0
38754,y2_d005_NSO_YJD,279.0,1.0
38782,y2_d089_DYE_RZQ,33.0,1.0
38792,y1_d002_CGA_QEA,254.0,1.0
38797,y1_d011_DYE_RZQ,297.0,1.0
38812,y1_d059_JNJ_QEA,201.0,1.0
38816,y1_d068_OWH_QEA,125.0,1.0
38822,y1_d091_DYE_RZQ,232.0,1.0
38826,y1_d097_MRJ_YJD,201.0,1.0
38829,y2_d002_GHD_YJD,103.0,1.0
38863,y1_d085_YJD_RZQ,167.0,1.0
38886,y2_d018_GIS_RZQ,236.0,1.0
38898,y1_d024_AKX_YJD,234.0,1.0
38899,y1_d024_AKX_YJD,265.0,1.0
38904,y1_d027_JIL_RZQ,393.0,1.0
38964,y1_d053_APZ_QEA,228.0,1.0
38966,y1_d063_HCI_RZQ,44.0,1.0
38968,y1_d063_HCI_RZQ,103.0,1.0
38977,y1_d067_OWH_QEA,124.0,1.0
38993,y2_d035_KNB_YJD,65.0,1.0
39021,y2_d012_BVD_RZQ,184.0,1.0
39022,y2_d013_RQJ_YJD,126.0,1.0
39025,y2_d019_GIS_RZQ,288.0,1.0
39041,y1_d041_TKJ_YJD,102.0,1.0
39097,y1_d096_WNA_RZQ,269.0,1.0
39112,y2_d022_DMS_RZQ,153.0,1.0
39131,y2_d094_QZE_RZQ,131.0,1.0
39132,y2_d094_QZE_RZQ,143.0,1.0
39170,y1_d050_JZK_RZQ,146.0,1.0
39184,y2_d009_TSZ_RZQ,287.0,1.0
39188,y2_d026_VMN_YJD,113.0,1.0
39197,y2_d031_IKJ_RZQ,91.0,1.0
39201,y2_d040_XLB_RZQ,209.0,1.0
39255,y2_d041_XLB_RZQ,272.0,1.0
39257,y2_d048_DYE_RZQ,100.0,1.0
39317,y2_d024.5_ALA_YJD,196.0,1.0
39323,y2_d042_RZQ_YJD,165.0,1.0
39340,y2_d047_IHI_YJD,243.0,1.0
39358,y2_d082_WMI_YJD,92.0,1.0
39371,y1_d059_JNJ_QEA,142.0,1.0
39415,y1_d073_PHS_RZQ,45.0,1.0
39422,y1_d078_GAX_YJD,41.0,1.0
39423,y1_d078_GAX_YJD,79.0,1.0
39424,y1_d078_GAX_YJD,161.0,1.0
39434,y2_d011_RQJ_YJD,189.0,1.0
39467,y1_d050_JZK_RZQ,45.0,1.0
39482,y1_d096_XAX_QEA,217.0,1.0
39523,y1_d088_CRQ_QEA,268.0,1.0
39532,y2_d010_JMJ_YJD,165.0,1.0
39533,y2_d013_BVD_RZQ,167.0,1.0
39536,y2_d039_XLB_RZQ,65.0,1.0
39541,y2_d042_RZQ_YJD,302.0,1.0
39549,y2_d017_GIS_RZQ,187.0,1.0
39553,y2_d021_DMS_RZQ,25.0,1.0
39562,y2_d045_IHI_YJD,15.0,1.0
39573,y2_d055_IAK_RZQ,38.0,1.0
39574,y2_d055_IAK_RZQ,75.0,1.0
39581,y2_d086_LFS_YJD,173.0,1.0
39610,y2_d067_HKR_RZQ,273.0,1.0
39632,y2_d093_QZE_RZQ,84.0,1.0
39635,y2_d093_QZE_RZQ,101.0,1.0
39655,y1_d057_OXG_QEA,49.0,1.0
39656,y1_d057_OXG_QEA,79.0,1.0
39658,y1_d057_OXG_QEA,234.0,1.0
39702,y1_d035_AVV_YJD,260.0,1.0
39707,y1_d045_MHY_RZQ,99.0,1.0
39710,y1_d047_VHS_YJD,105.0,1.0
39712,y1_d047_VHS_YJD,199.0,1.0
39724,y2_d068_RDO_RZQ,73.0,1.0
39729,y2_d096_QZE_RZQ,188.0,1.0
39737,y1_d025_JIL_RZQ,51.0,1.0
39758,y1_d079_PVJ_RZQ,181.0,1.0
39782,y1_d094_KQQ_YJD,28.0,1.0
39785,y1_d094_KQQ_YJD,237.0,1.0
39824,y1_d066_OWH_QEA,118.0,1.0
39855,y1_d060.5_JNJ_QEA,215.0,1.0
39864,y1_d072_ACN_QEA,17.0,1.0
39870,y2_d011_RQJ_YJD,287.0,1.0
39875,y2_d025_ALA_YJD,240.0,1.0
39900,y2_d092_NYA_YJD,45.0,1.0
39922,y1_d059_JNJ_QEA,330.0,1.0
39923,y1_d068_OWH_QEA,8.0,1.0
39939,y2_d008_TSZ_RZQ,65.0,1.0
39976,y2_d004_GHD_YJD,255.0,1.0
39986,y2_d012_RQJ_YJD,305.0,1.0
39993,y2_d024_ALA_YJD,34.0,1.0
40018,y1_d064_IAQ_YJD,42.0,1.0
40022,y1_d065_IAQ_YJD,105.0,1.0
40036,y1_d079_FBP_QEA,183.0,1.0
40039,y1_d093_DYE_RZQ,166.0,1.0
40041,y1_d099_MRJ_YJD,115.0,1.0
40043,y1_d099_MRJ_YJD,162.0,1.0
40056,y2_d019_GIS_RZQ,36.0,1.0
40080,y1_d011_GEA_YJD,212.0,1.0
40082,y1_d018_OXG_QEA,193.0,1.0
40097,y1_d053_APZ_QEA,97.0,1.0
40121,y2_d035_KNB_YJD,210.0,1.0
40123,y2_d035_KNB_YJD,275.0,1.0
40138,y2_d063_KIR_RZQ,226.0,1.0
40150,y1_d093_DYE_RZQ,119.0,1.0
40159,y2_d007_DYE_RZQ,120.0,1.0
40185,y1_d020_JFU_YJD,10.0,1.0
40196,y1_d045_WJU_QEA,30.0,2.0
40197,y1_d045_WJU_QEA,149.0,1.0
40203,y1_d054_APZ_QEA,28.0,1.0
40206,y1_d057_KJH_RZQ,127.0,1.0
40217,y1_d083_YJD_RZQ,153.0,1.0
40256,y1_d035_AVV_YJD,83.0,1.0
40263,y1_d035_AVV_YJD,294.0,2.0
40267,y1_d040_TKJ_YJD,245.0,3.0
40270,y1_d045_VHS_YJD,141.0,1.0
40272,y1_d047_VHS_YJD,247.0,1.0
40291,y2_d046_IHI_YJD,179.0,1.0
40340,y1_d066_IAQ_YJD,173.0,1.0
40353,y1_d038_HMN_RZQ,152.0,1.0
40360,y1_d062_HCI_RZQ,142.0,1.0
40425,y2_d030_IKJ_RZQ,277.0,1.0
40428,y2_d034_KNB_YJD,172.0,1.0
40431,y2_d041_XLB_RZQ,119.0,1.0
40443,y2_d066_ESW_YJD,90.0,1.0
40452,y2_d069_RDO_RZQ,111.0,1.0
40489,y2_d096_QZE_RZQ,121.0,1.0
40494,y2_d047_IHI_YJD,103.0,1.0
40501,y2_d054_PTB_YJD,125.0,1.0
40512,y2_d071_DYE_YJD,26.0,1.0
40547,y1_d068_OWH_QEA,289.0,3.0
40550,y1_d071_ACN_QEA,184.0,1.0
40554,y1_d091_DYE_RZQ,209.0,1.0
40562,y1_d006_JJS_YJD,259.0,1.0
40565,y1_d016_OXG_QEA,205.0,1.0
40572,y1_d051_UPU_YJD,93.0,1.0
40578,y1_d056_OXG_QEA,182.0,1.0
40581,y1_d057_OXG_QEA,11.0,1.0
40595,y1_d096_KQQ_YJD,18.0,1.0
40600,y2_d005_NSO_YJD,134.0,1.0
40608,y2_d053_PTB_YJD,192.0,1.0
40612,y2_d065_HKR_RZQ,73.0,1.0
40637,y1_d058_OXG_QEA,123.0,1.0
40646,y2_d020_GIS_RZQ,23.0,1.0
40653,y2_d029_IKJ_RZQ,11.0,1.0
40661,y2_d038_UKI_RZQ,85.0,1.0
40670,y2_d077_MGJ_RZQ,72.0,1.0
40689,y2_d013_BVD_RZQ,66.0,1.0
40754,y2_d080_YJD_RZQ,92.0,1.0
40758,y2_d084_LFS_YJD,42.0,1.0
40766,y1_d003_CGA_QEA,197.0,1.0
40767,y1_d003_CGA_QEA,241.0,1.0
40770,y1_d016_OXG_QEA,188.0,1.0
40792,y1_d057_OXG_QEA,259.0,1.0
40806,y1_d086_DYE_YJD,261.0,1.0
40810,y2_d010_TSZ_RZQ,127.0,1.0
40813,y2_d010_TSZ_RZQ,171.0,1.0
40818,y2_d054_PTB_YJD,173.0,1.0
40844,y2_d085.5_LFS_YJD,181.0,1.0
40888,y2_d073_XFE_RZQ,257.0,1.0
40902,y1_d050_UPU_YJD,119.0,1.0
40915,y1_d058_WZR_YJD,69.0,1.0
40919,y1_d064_UEX_RZQ,6.0,1.0
40938,y1_d085_YJD_RZQ,115.0,1.0
40968,y1_d014_IXC_QEA,262.0,1.0
40978,y1_d052_APZ_QEA,172.0,1.0
40991,y1_d064_UEX_RZQ,138.0,1.0
41003,y1_d082_YJD_RZQ,83.0,1.0
41025,y1_d026_JIL_RZQ,178.0,1.0
41042,y2_d026_YUH_RZQ,17.0,1.0
41051,y2_d053_PTB_YJD,268.0,1.0
41082,y1_d048_STK_QEA,94.0,1.0
41112,y2_d023_DMS_RZQ,240.0,1.0
41136,y1_d095_WNA_RZQ,55.0,1.0
41154,y1_d010_GEA_YJD,34.0,1.0
41160,y1_d027_JIL_RZQ,131.0,1.0
41188,y1_d079_FBP_QEA,176.0,1.0
41215,y2_d027_VMN_YJD,84.0,1.0
41221,y2_d033_KNB_YJD,255.0,1.0
41230,y1_d011_GEA_YJD,218.0,1.0
41272,y2_d063_KIR_RZQ,224.0,1.0
41274,y2_d086_LFS_YJD,186.0,1.0
41278,y2_d095_QZE_RZQ,116.0,1.0
41282,y1_d093_DYE_RZQ,272.0,1.0
41293,y2_d012_BVD_RZQ,149.0,1.0
41298,y2_d013_RQJ_YJD,227.0,1.0
41303,y2_d027_VMN_YJD,220.0,1.0
41329,y1_d057_KJH_RZQ,90.0,1.0
41339,y1_d083_YJD_RZQ,119.0,1.0
41365,y1_d021_JFU_YJD,124.0,1.0
41378,y1_d045_VHS_YJD,118.0,1.0
41382,y1_d047_VHS_YJD,181.0,1.0
41398,y1_d096_WNA_RZQ,4.0,1.0
41428,y1_d010_GEA_YJD,192.0,1.0
41445,y1_d065_IAQ_YJD,7.0,1.0
41446,y1_d065_IAQ_YJD,12.0,1.0
41478,y1_d062_HCI_RZQ,54.0,1.0
41483,y1_d096_XAX_QEA,171.0,1.0
41534,y1_d041_TKJ_YJD,135.0,1.0
41557,y2_d014_TEQ_YJD,191.0,1.0
41559,y2_d015_TEQ_YJD,184.0,1.0
41581,y2_d064_ESW_YJD,234.0,1.0
41591,y2_d084_LFS_YJD,281.0,1.0
41592,y2_d084_LFS_YJD,283.0,1.0
41594,y2_d084_LFS_YJD,299.0,1.0
41599,y1_d095_KQQ_YJD,147.0,1.0
41637,y2_d054_PTB_YJD,142.0,3.0
41645,y2_d079_YJD_RZQ,31.0,1.0
41650,y2_d085.5_LFS_YJD,195.0,1.0
41652,y2_d091_NYA_YJD,76.0,1.0
41680,y1_d091_DYE_RZQ,115.0,1.0
41681,y1_d091_DYE_RZQ,162.0,1.0
41687,y1_d097_MRJ_YJD,150.0,1.0
41715,y1_d056_KJH_RZQ,81.0,1.0
41721,y1_d070_ACN_QEA,46.0,1.0
41747,y2_d027_YUH_RZQ,87.0,1.0
41752,y2_d053_PTB_YJD,109.0,1.0
41761,y2_d072_XFE_RZQ,153.0,1.0
41765,y2_d083_WMI_YJD,16.0,1.0
41768,y2_d083_WMI_YJD,237.0,1.0
41774,y2_d090_NYA_YJD,25.0,1.0
41786,y1_d012_IXC_QEA,103.0,1.0
41838,y2_d044_RZQ_YJD,238.0,1.0
41842,y2_d074.5_VZE_YJD,131.0,1.0
41851,y2_d077_MGJ_RZQ,237.0,1.0
41877,y2_d024.5_ALA_YJD,56.0,1.0
41882,y2_d056_IAK_RZQ,185.0,1.0
41886,y2_d017_GIS_RZQ,89.0,1.0
41899,y2_d035_KNB_YJD,45.0,1.0
41921,y2_d087_DYE_RZQ,137.0,1.0
41941,y2_d080_YJD_RZQ,301.0,1.0
41950,y2_d093_QZE_RZQ,184.0,1.0
41951,y1_d003_CGA_QEA,125.0,1.0
41954,y1_d016_OXG_QEA,130.0,1.0
41990,y1_d073_UWE_YJD,200.0,1.0
42012,y2_d091_NYA_YJD,215.0,1.0
42018,y1_d021_JFU_YJD,50.0,1.0
42026,y1_d045_VHS_YJD,7.0,1.0
42051,y2_d065_ESW_YJD,92.0,1.0
42071,y1_d050_UPU_YJD,89.0,1.0
42072,y1_d050_UPU_YJD,218.0,1.0
42078,y1_d058_KJH_RZQ,229.0,1.0
42079,y1_d058_KJH_RZQ,296.0,1.0
42088,y1_d080_FBP_QEA,144.0,1.0
42103,y1_d089_CRQ_QEA,218.0,1.0
42119,y2_d004_GHD_YJD,288.0,1.0
42120,y2_d011_BVD_RZQ,66.0,1.0
42122,y1_d014_IXC_QEA,240.0,1.0
42136,y1_d052_APZ_QEA,246.0,1.0
42148,y1_d082_FBP_QEA,41.0,1.0
42158,y1_d001_CGA_QEA,69.0,1.0
42192,y2_d026_YUH_RZQ,75.0,1.0
42201,y2_d036_UKI_RZQ,254.0,2.0
42211,y2_d072_XFE_RZQ,98.0,1.0
42217,y2_d081_YJD_RZQ,228.0,1.0
42238,y1_d007_JJS_YJD,104.0,1.0
42243,y1_d023_AKX_YJD,277.0,1.0
42249,y1_d049_STK_QEA,120.0,1.0
42250,y1_d059_JNJ_QEA,19.0,1.0
42252,y1_d068_OWH_QEA,32.0,1.0
42297,y1_d082_YJD_RZQ,283.0,1.0
42306,y1_d094_XAX_QEA,49.0,1.0
42313,y2_d003_GHD_YJD,257.0,1.0
42343,y1_d079_FBP_QEA,268.0,1.0
42362,y2_d037_UKI_RZQ,267.0,1.0
42363,y2_d046.5_IHI_YJD,20.0,1.0
42381,y1_d055_APZ_QEA,83.0,1.0
42386,y1_d067_IAQ_YJD,145.0,1.0
42411,y2_d055_IAK_RZQ,264.0,1.0
42412,y2_d055_IAK_RZQ,269.0,1.0
42427,y1_d093_DYE_RZQ,261.0,1.0
42432,y2_d007_NSO_YJD,7.0,1.0
42454,y1_d020_JFU_YJD,137.0,1.0
42475,y2_d014_TEQ_YJD,146.0,1.0
42532,y2_d023_DMS_RZQ,260.0,1.0
42537,y2_d057.5_IAK_RZQ,105.0,1.0
42543,y2_d094_QZE_RZQ,172.0,1.0
42574,y1_d065_OWH_QEA,78.0,1.0
42593,y1_d050_JZK_RZQ,138.0,1.0
42605,y1_d096_XAX_QEA,92.0,1.0
42606,y1_d096_XAX_QEA,208.0,1.0
42615,y2_d028_VMN_YJD,206.0,1.0
42620,y2_d029_IKJ_RZQ,145.0,1.0
42627,y2_d044_RZQ_YJD,111.0,1.0
42644,y1_d033_AVV_YJD,61.0,1.0
42652,y1_d054_APZ_QEA,9.0,1.0
42677,y2_d062_KIR_RZQ,61.0,1.0
